member_id,mf_id
695400,120276
1236283,145290
605674,102401
938333,148557
1052701,147154
910949,146372
1097400,118070
1100497,143501
369651,148530
560897,133842
707470,119683
963419,144945
598635,143182
901834,141240
306759,148618
1289701,146264
1292925,148755
1215774,140717
879114,139378
923393,118745
684921,105067
606442,135507
349177,142149
425935,130002
877114,130604
1208002,142386
863100,125684
798518,123074
969135,106442
662697,141016
424882,143384
368097,146039
669843,139371
940288,141718
711584,143435
1268007,112344
1252787,133041
766849,140632
1013635,129436
1260544,133673
270947,141890
513590,143622
806044,132934
922634,146715
663328,112719
674044,116671
1079621,128458
538502,145827
362174,129149
713524,135601
873584,125345
832785,145095
352464,119832
708594,100218
1294027,134960
1258631,143170
900541,148483
1069729,139838
1082151,145895
948802,133712
766399,104481
798243,138306
642121,142102
1053498,119795
959640,126676
421981,145067
1268236,145953
872534,127021
854649,135560
997457,132849
1231734,144976
199014,126125
771786,112416
642050,140720
1251395,100368
408559,148164
416096,118558
800566,121109
583411,146873
1017430,140476
735176,116297
860508,144572
525963,139451
691613,140739
451507,128907
822748,129067
1232803,140243
1014024,143662
381356,103408
701259,119683
849506,128240
512457,146771
1231197,100593
887079,145072
524652,141596
920749,148625
1104541,120719
1305201,144271
1299181,120299
644424,149100
765373,120601
1067721,133799
1053506,132757
512686,144685
543058,100603
1272507,143275
1083203,101001
1286076,141308
1266493,111381
777229,143796
370362,147242
529415,143293
610366,120999
1244977,145073
1279810,120559
1070819,120715
716041,148689
651312,145902
894236,148899
835207,100740
703761,148483
1103700,106186
1096031,100835
1030951,148567
415392,136002
141767,119984
748610,138318
736145,124340
905047,131574
997905,106157
794923,118453
892603,133812
842562,135689
727289,144989
806185,146063
596463,146677
1094009,129024
679443,107310
486464,126901
661168,113557
626120,141787
1026221,145034
715731,143809
920046,134370
1024243,131190
790931,147983
999184,146192
708798,139198
972372,140351
367101,141311
1290065,141994
689742,135012
815357,127617
446463,143024
309944,128926
681480,143795
977929,117952
424421,144311
356980,148331
800233,144404
1237694,104683
1201269,144401
438066,142493
1095512,143452
908636,141567
1218817,141392
963358,123349
254956,142878
1087731,100349
624324,136520
1049091,149022
641099,120094
1246271,129640
692345,119657
705997,140180
806044,120724
579089,127726
612891,147924
951724,136373
842306,140510
963254,100547
498562,133772
788119,103026
785625,140243
903144,148056
779759,126778
1100798,142069
1189063,123992
1199740,143633
996093,148814
868604,125268
553486,147818
706658,146858
718668,119363
717065,143227
824294,105857
1226965,113417
1235686,146845
888953,119237
383845,118573
368827,117547
840295,133466
814994,135084
926048,118513
1069089,145808
409955,119465
1216656,147683
1235713,133770
556134,105281
554887,129020
694026,148097
1050202,118394
774705,124794
673609,141999
1281759,140632
993810,146216
828625,118447
678252,148435
833372,122389
863704,148450
829619,102595
1193508,139755
781382,108992
872752,128275
797197,146839
1036373,141415
886162,144016
568520,148187
707458,139133
767870,102885
1044033,114456
841086,112340
938281,125334
739541,108799
835716,145406
1099254,119416
1032063,140910
850168,147829
1210419,119156
1059238,144693
710724,140288
753584,100618
733306,119132
1090216,118594
911948,133404
1059012,140004
517094,103491
704088,100547
1274720,105968
692032,101237
528992,130946
783502,142150
1209160,146659
853599,120542
1036034,118651
996793,120034
350152,126666
951035,100057
644734,119518
542120,119291
1021923,109680
822733,148557
842891,141717
1218717,139642
1264632,104139
1111007,101972
356915,125029
1043746,141186
751862,118738
703663,130311
887985,146244
597087,119297
1195474,147485
1262134,101069
517211,147965
1299180,121364
1028493,147381
795396,144030
1174826,126139
1232919,147022
565931,139401
924151,118387
788834,147330
883287,130828
544564,135929
364790,147695
437727,126905
619449,100058
1023542,118807
422393,120644
711341,141603
1062629,104485
1051805,139271
679035,112082
898129,142341
618819,109465
1090055,133860
784582,141410
614909,145239
1279714,118598
1002494,127206
726554,143225
851989,119648
742437,127012
941626,123151
1078293,138349
953406,144883
543698,140024
556182,148984
768921,148121
1080285,141230
1047588,123545
1278764,140296
1298623,133433
819289,146695
747987,144913
1051729,135408
766263,129022
541084,145968
780680,127052
1036508,119336
433731,127765
915322,130780
764240,144776
629917,134355
833865,144888
702900,130774
999972,144895
849225,140407
593216,147961
1301944,136479
802329,129813
916449,149105
688981,119397
541253,122642
1027190,139781
873289,147940
657843,143010
996183,136234
894218,120336
520671,148136
896966,148145
674557,141591
1095063,100610
674798,144399
845282,140956
764706,120242
858953,120733
561120,142312
1200800,143308
1003972,102134
785550,118706
847982,131188
919005,135122
736888,135609
1095236,142950
1030585,140458
493686,148591
541465,138383
905242,131451
690544,136001
636312,148633
795158,147680
716135,118709
775982,148249
577625,147388
583371,119170
571237,119092
798243,134259
657064,145375
1289991,132141
983049,121891
1250609,146008
880360,119539
735665,143645
735608,100968
536609,142572
972584,143875
778300,135488
735311,140961
1272179,124145
1081504,128044
860288,135098
600705,141187
599514,121555
917379,140659
912820,147994
770804,120619
877680,117621
904208,142325
733496,145615
775107,135092
703359,125343
599985,139413
507133,111812
891510,140554
1023264,146973
1295942,132918
1287447,148907
507842,125542
678875,142850
1016034,149106
414593,144251
1068186,135415
896963,145713
964818,139101
552463,124250
967809,142120
912636,120622
827861,130195
1213614,107071
381631,145378
752956,120398
1049056,148675
1257159,126483
121808,147398
1189689,120700
720977,138372
1280188,145807
797140,126883
1085194,147711
721555,109254
1199373,141192
834027,143210
547440,108768
629192,125575
820087,146492
1296075,118959
672685,133579
558981,143246
1020359,149055
530748,144457
829915,104486
988328,106213
852691,135182
395054,119088
357323,139252
391136,124217
821961,144493
696109,120503
809380,144980
1042768,147078
371212,144097
374781,139395
1233120,125434
950191,143687
1184520,140288
1293603,148641
994164,141752
922903,140427
724205,129589
1107674,146186
626532,141743
762364,147770
1291568,128206
1186784,146055
911692,135496
619983,119223
392679,120846
1077497,139576
1100280,103342
1177662,140455
952789,123706
708609,143980
748698,112636
1035391,125458
931347,131385
803857,144949
822356,102207
631364,144598
777090,142288
450593,141531
905732,129352
496959,148281
742870,118446
1037531,147642
1040156,143214
349426,146309
1188459,128989
1257925,142280
1289186,143828
848707,135927
747282,148657
890004,142703
1235632,124470
1190850,148636
1009324,118674
740526,146207
722158,142952
625455,117591
1008610,126501
551897,142765
762712,116932
1038158,100853
602030,141730
347890,139129
422820,135159
1108775,129290
1011565,140589
1232469,119984
1009394,102402
1201484,130604
790553,112089
739478,120799
862289,103226
513538,117951
898377,145478
1288696,143602
713811,135414
805444,100968
520078,148683
915839,148362
1266554,127361
641844,147551
404949,146033
556476,146319
1283810,112354
1106999,138279
1230071,111716
1258778,140085
812849,130861
944637,124138
450593,117549
1258182,118427
612880,144150
789023,146736
1057956,144466
965918,122585
842135,145577
983867,143748
601788,142909
978740,115402
1081046,142582
1285789,143401
997101,100480
780801,143451
848946,131018
1089039,140502
626235,140855
1246375,143320
592798,147988
1090110,119720
1072556,144468
648951,143088
963684,146675
710964,120728
1040771,128924
697781,120832
811643,122589
547270,145523
634803,133328
535274,123208
1064566,118680
1300783,129741
997420,118429
1078712,134760
628413,130800
688663,112212
1219233,102532
1192821,102541
1031201,110575
1302942,147022
1098098,118529
955475,144607
1073130,120876
587135,100813
1055981,119716
825993,126147
1250603,128685
1270080,135802
790491,129521
757817,148988
1000516,141335
540131,135125
784672,111599
769785,145500
758837,125432
852242,131317
1078796,129904
699377,120643
1003826,101231
795938,133631
634510,147127
980710,144331
686432,148948
1265929,140243
657336,102273
355341,141774
985812,149023
1188078,102433
947639,127067
420272,120377
1012908,106145
911288,118654
1229985,148720
1016128,146472
791380,105503
1286714,135495
1088683,108479
1013140,148174
380592,103196
616593,106873
1189546,145971
782250,145075
736862,139138
849636,144064
755118,141589
559887,146445
889401,102336
806239,145551
847604,145471
939067,142910
971131,134307
1284421,144896
838883,142002
569676,141232
861887,145185
410528,139360
661351,122891
766399,143626
779979,141928
1109282,146471
1080269,141464
610800,141169
566116,119604
1067411,148694
899833,146224
360697,119571
801371,120068
1092506,147562
1294156,130991
1030512,147689
1075023,143725
1094666,142159
708166,143233
686003,134610
1262042,138456
638555,142851
630370,145299
398612,123994
1076417,144624
946012,100078
1013149,142244
616049,147907
678704,130220
439775,141204
641119,127537
436041,125030
963843,148146
1071108,119569
646754,149047
1080900,140770
899853,141820
889912,146672
922361,127359
674547,133919
849947,130940
725204,148076
964184,138306
951735,145047
1051518,131041
1103461,130009
684555,112458
442840,100829
1298688,140539
1103313,103040
997481,138906
984021,144016
1220719,138427
770972,129907
668763,130330
906600,144637
556379,116933
948098,147494
509125,120624
913936,127542
1300082,135962
289841,101794
1237938,139472
686018,100519
403058,145609
951033,148510
726223,138286
1269341,141911
908100,118726
1083440,127375
801140,144817
822730,120399
605824,142405
800250,147699
911640,118416
848111,113307
559124,145613
926541,134385
839036,136133
1055064,142768
629874,120568
809090,138566
1268079,128498
842588,143733
784496,146987
358289,119621
1035963,133530
1243307,139268
692461,123399
552268,138431
982167,130261
958380,130338
923887,106230
992983,135194
964928,139821
1202942,148077
1185701,119674
578675,105989
419146,144077
873657,146404
857058,119301
1106415,120799
730752,120078
949976,144703
689430,123944
1040105,148664
975395,147098
966621,142651
1196626,147578
860776,116299
1216049,120468
1025539,122511
1015133,143445
823277,118480
855180,147682
390624,125327
394399,134363
1051871,133869
790079,125115
1291917,130413
849947,146890
578055,131343
968729,120589
1243869,130341
486369,144947
686978,118527
986268,128575
1290517,148319
1040049,145154
310096,144517
1008648,125258
85483,106317
845178,140802
1213436,131512
614071,100548
600154,141837
775359,140149
678473,128989
424173,147796
794465,118930
1017688,139388
1283731,146064
1067757,146958
1000633,144064
1024534,126891
744678,133783
1062604,113178
781592,119525
450498,126976
649590,124252
675511,143447
800292,130798
1071050,146486
1246747,142342
812787,145714
947161,146788
932053,141999
857001,139749
1290724,142006
598290,139965
592699,125337
1190896,145088
996913,140608
368161,103225
741856,148343
1227918,147637
385208,142086
272263,112093
925985,118736
705850,119071
126782,147727
578638,146480
1187743,141434
628435,122664
1189447,116154
1031426,148733
616661,110607
517576,141047
770329,133528
721084,134400
530912,119825
742050,144545
671814,102761
1093399,131548
543112,146019
950020,143399
730626,108756
724383,102546
1036429,130167
799834,125818
1260403,119767
1000954,144311
1107442,146271
557760,123955
832600,106426
957181,111707
686385,120468
902145,141031
911961,148426
1074690,145186
905077,134178
457666,134592
812770,100548
1082723,131379
863043,134493
666600,124986
672340,134348
154264,119059
558397,124590
849324,142184
1232199,142344
1081069,147917
672281,106177
774897,129034
932317,123973
1277313,135405
910694,130441
630129,145140
852301,136028
747831,112214
1247166,145132
634142,120044
933133,144551
1195716,149139
705987,129234
837522,125984
1036445,148104
565997,142447
859871,129969
506627,144253
922657,148956
749895,118515
896139,129773
900010,120039
900776,146471
793045,129323
541465,149114
869744,140738
617102,134424
865001,100349
965002,148807
946373,145542
798739,139841
979387,130771
348831,123073
1292820,144859
735098,127207
769362,147972
1281704,147391
1130146,140058
529304,143981
586528,144802
435442,119249
808709,143170
713362,140448
644156,124883
448561,120078
793796,106236
552905,129341
751066,145291
1048986,106060
620229,148281
1012456,149137
956606,142150
840757,124398
1086035,149079
1289313,117795
752321,133129
898255,130196
711857,119366
554405,133488
1288480,141928
563821,118872
1136242,119773
704839,135545
561320,131347
1000084,123971
492751,135768
1018576,136056
625113,124879
591269,141934
1081513,133035
506710,143198
1033990,116894
1249247,144042
975589,147837
905288,103164
742460,145824
1274476,123453
610960,138377
745442,147676
821205,119015
676730,119341
873349,140478
506418,100365
582262,141813
708107,132925
854649,105662
694424,122401
1139821,124748
768998,119820
607016,104763
712637,119542
691829,144546
253715,147597
743327,119089
1271859,125538
1202995,127470
684642,135793
601996,126396
740467,119302
985206,143276
619052,143922
431340,141192
181632,146102
1072194,146368
768451,140978
758369,144397
776288,102753
435123,147639
997780,101952
956254,144948
1190852,123992
1299755,141456
1284889,106832
695530,138527
1276758,135481
613478,135171
1212212,147641
351474,112002
702470,134551
1237451,145819
1187131,146156
865059,117804
823582,120567
873897,135328
1054895,119256
897517,141756
751605,144292
1079950,135401
1199846,146877
900831,130863
409439,101951
822684,143762
840921,138342
806668,125033
488063,141336
1084661,129405
1060997,135140
638111,143641
893320,145302
1264123,146000
660432,138342
1260521,139582
1216483,143760
692336,135607
1097403,105639
691671,120323
609874,141226
742203,144686
442625,139838
566103,129052
316931,144919
796066,129902
1067073,145458
1001407,126879
1072028,148430
736125,140660
558800,130330
940157,131604
610813,147428
779620,120588
912827,130227
665777,147414
607346,136228
1053498,143312
516217,122612
449137,119349
968807,144744
1096305,113222
1059041,119548
745442,120425
987495,145177
795158,145041
748125,126889
1259689,148841
903180,100363
1089495,135048
1291114,146046
1026113,139897
748986,118405
1058955,139736
402074,115505
790795,100550
1089767,103504
985152,140932
985348,142024
1181588,122909
712302,118743
849822,141385
1011964,146689
954119,134597
901834,130441
958376,144905
1200136,123982
1202973,105556
601505,145287
747043,119352
624979,114564
312730,147455
1231142,119563
1042121,127255
530950,144504
895637,145947
1214197,122901
907409,143596
691693,148799
782685,101759
912047,148997
367060,100791
1259529,148276
379815,124512
528129,141456
796638,118007
422143,141181
1299228,146858
910266,117954
785823,112931
568477,142807
1201285,102743
626900,139520
764101,118326
1130832,101264
888158,147923
1074267,118866
645313,140663
1057569,100153
855653,118907
959133,113476
543473,147002
770957,123705
1116140,148661
391015,131390
641240,106770
1066730,119501
1190340,129296
580685,130834
904666,116052
575597,147463
385159,145584
1186683,127373
1074178,111958
748940,136119
854479,148260
833662,113361
818511,111704
867603,135964
900478,142237
1048329,147606
1048563,128181
1286856,101201
852021,118428
1236680,118058
945254,142070
808799,133710
993546,140428
855198,123073
795970,119279
450035,113547
1223647,100898
901243,139946
870345,148672
845379,101656
1268441,143623
1273259,120737
968310,119863
932851,123560
1283471,143319
831816,139109
923887,141031
951436,147713
620713,118825
959640,146331
802641,120094
891720,139460
1082576,101696
611219,144567
849188,141611
1226965,147498
602554,125235
541974,122990
1104183,119201
1239269,143061
733619,144898
960696,127128
485354,147303
815751,139304
691280,106170
936149,118780
1009519,119810
727761,133433
899035,123991
924279,110347
782438,129783
1089898,144521
1266509,136135
1208658,130860
891548,141928
744639,143402
987795,141692
549055,146403
1216242,147718
1032339,140456
649372,125310
1288619,145081
1210207,109523
375913,130152
513386,130434
1245319,101066
1243635,122998
509131,129582
864095,143583
956957,144334
1062864,140175
803215,112013
1188459,141071
1079620,144588
686054,133629
947507,101303
948777,148415
675881,130486
694480,101242
796835,143537
1291769,101804
1257819,141017
989027,120036
1209117,139838
827891,147917
822749,119716
1208388,101537
548440,144394
1254359,121513
768220,143787
902045,130087
1291011,120877
698821,145356
1086686,145099
827589,122509
517107,136081
706509,143631
1059453,145523
772324,148901
711722,148154
622815,105552
1003780,148260
420805,140456
783614,147289
931644,134873
1300951,147427
1107581,146294
1257730,140817
1132357,126254
655237,118740
895776,133400
745584,147237
625105,144720
1218235,144733
425464,116583
1093399,133390
1199229,127261
877511,130724
1242463,120094
1046615,144548
642568,146514
888957,148636
802871,143049
595091,146614
419766,133975
1187196,148506
792115,103743
862043,101244
573968,134607
759436,143647
621167,133461
382476,144509
349426,100780
1222893,144950
618217,118546
552849,146623
453984,141679
1265049,139646
938385,139416
1105306,118275
517580,142269
1051036,144732
628591,148390
1225074,128798
1030946,105887
347987,147590
604020,143599
793631,146315
1301933,129199
1094439,144988
1030499,142581
777796,119396
835556,142278
627854,122717
631747,148281
1011565,145879
711911,109446
673928,119276
1228282,147812
1283411,135440
769587,146263
769426,143369
1083145,123409
1269441,141198
866005,120044
820514,146246
726125,147607
736182,148725
300380,135938
680659,148235
410232,141910
645589,125544
1236680,146546
1103101,129645
641069,120392
775107,144098
744517,119251
604967,124593
600243,142950
1040247,111602
1066752,139455
910759,128317
1224156,143399
771965,142457
890511,115398
512004,102724
318212,139386
207594,124266
915272,135601
844452,103192
705522,135962
695183,103159
776011,119354
1195496,148700
686651,112033
1032603,147648
797849,100865
1029938,101266
602772,139089
1270317,142327
1070819,128209
1099742,130503
1024243,113049
1302299,102672
845134,141006
593515,140635
815348,129736
641571,121934
203345,142792
857284,148732
728422,143274
618073,134186
1094144,133488
1244282,119985
1190340,118822
1220433,139529
696931,112378
1259026,144543
1223147,130211
1199678,139196
915539,148122
1212051,120521
791995,125982
1089778,143161
985445,145894
633282,126766
565891,143385
763693,118549
1063533,106157
595549,109855
723928,147522
1229314,126353
1057361,144496
762089,147328
661335,112360
753428,119120
454370,111524
822774,135848
765338,126281
1052701,123688
729386,123401
884988,139969
832297,136159
701393,124507
625000,119649
1242434,148386
144575,126686
758642,118897
607018,130194
896401,130492
281517,125500
562302,143477
1292842,138281
719267,147879
1029586,136286
662386,133782
1042821,123175
1263179,133813
964830,129194
684991,144405
1051686,136444
812607,112020
860102,125497
941637,122317
587628,118992
906957,147711
1044266,139283
542933,122954
974063,142099
1089780,135848
563821,100521
867705,143978
764736,143159
1251997,139111
917837,135494
1009107,145251
1235417,146036
908000,144607
1208258,140383
715674,141272
563270,123705
714828,145929
1202812,140448
748628,142888
827743,140409
1007747,119075
934508,133570
498605,139390
352610,139457
679464,145657
624351,147141
689690,125505
928216,118417
748211,103146
904554,148711
639374,147250
1270415,140230
846824,132875
964454,130726
857821,146634
1030552,128276
467404,145810
763856,147685
508041,129685
915947,145154
404139,145581
445374,144359
781886,138875
788069,125034
373120,144796
1218358,106231
593718,145229
797267,112082
1275561,102874
832600,148421
1029153,120629
1038181,128776
899730,139431
909600,148560
798103,143931
898089,121181
1263856,126280
1206330,122851
572021,149130
512407,141352
903158,138453
737156,144798
976449,106142
766379,115399
361806,142287
637654,128991
1072169,118541
819897,112031
903012,141719
1266093,123000
546774,139513
810750,146153
1078803,144267
872805,125266
542818,141948
775790,139255
843747,144077
1097646,127924
313273,106255
763276,130489
907138,138442
1214679,143737
626011,134927
457721,125027
1059619,108258
515376,113222
662318,143386
715872,146709
856120,127471
686231,139985
672654,146777
898928,146879
849748,141642
621800,118775
747242,143371
814088,136565
646788,143626
801606,130316
376895,134261
603769,141221
1270869,144401
953068,126977
818359,134637
1231352,144989
1295580,119019
576095,112927
423614,138285
1100088,119389
993603,112712
1266692,120661
883323,135412
787023,145157
701367,144841
650588,123367
868386,147620
718720,127231
616108,147645
1036754,134928
1073494,147371
483669,140310
1247161,135654
381665,123172
841370,147868
932179,139596
886196,116353
774437,108273
716264,104482
958380,145890
1166526,116484
586588,113526
628435,140158
1015921,148694
1290722,146175
685503,141152
882784,119545
454033,112341
905666,128904
370066,105460
437425,140424
718788,148285
1004790,119591
671457,116352
545760,134884
629428,120092
863077,148016
873188,103197
519115,145301
894023,145870
703464,142700
520255,142649
935588,143928
815495,126170
607105,111646
611396,118778
1254299,130876
961025,104722
965691,147565
1233435,102453
996485,140644
616973,146228
725326,144198
1003472,118456
1026113,143798
1011382,146500
704358,115767
1211130,100474
1064303,144628
776716,141886
784343,147714
1293331,146649
839241,147717
780554,111644
845085,141692
1293090,128708
1289701,145454
1075990,118738
809380,106167
689430,124795
352464,120156
878916,143379
1195655,135795
1292123,134838
847876,106143
1099350,122893
1217026,136234
275756,124750
638178,143794
602174,148769
712654,147895
1273448,148686
765250,111803
817666,118281
444965,140517
1097549,100621
837447,146601
1082576,117796
518590,120814
805827,100651
959405,134420
378129,122674
1259977,147133
1255404,131379
661476,119677
360361,118054
624979,143004
379015,113545
1084009,102942
909380,144636
1033851,120647
811233,139989
740264,129293
925698,135412
714532,145036
671223,119668
1039059,128079
807639,145141
1023147,148511
660385,145998
661486,130860
1302360,118476
736891,118763
372090,103062
1263016,129192
1027848,118873
935010,141497
1089508,147835
977695,120502
966039,120748
1292651,135798
1016820,118899
812787,143792
1285024,128297
1005809,147927
279065,119133
1075134,111545
1211024,118820
678578,119219
753949,136057
805250,107247
590346,146949
784992,125003
903467,143082
603473,134498
935682,139387
251355,138284
1095706,142002
817173,148898
674147,146297
326327,146381
545334,141592
1303718,147868
609017,127351
665496,129046
1051686,134498
855567,144567
997875,136056
1273373,118044
363521,146000
617902,145375
973831,145348
905305,115401
488301,141281
669792,124649
847648,119346
909300,100537
963450,142492
1249255,118080
919513,144359
554405,136439
1265495,120761
969188,129066
630781,118825
422451,130437
992088,141903
467868,141875
736483,102107
1263061,141551
977352,144628
827409,147357
734013,132139
76583,139820
1062979,134847
1262494,134875
680294,123451
1012801,114929
562302,145050
792179,143160
1054679,144567
357576,103196
748349,147213
682006,144942
938607,141912
965332,123326
1268122,129716
284630,119712
1063499,147972
1264334,144214
755824,145436
815592,122755
851136,139112
769643,148954
1249368,143315
734838,147305
1042724,146956
925608,129095
733348,148986
450504,139783
953413,148842
957437,143701
787561,117958
727232,140140
1067534,119125
1251066,147845
1274097,147516
1267209,147821
465496,139202
1246957,146073
959199,106760
885680,134594
1098612,127552
951977,138308
634745,141041
125914,101748
820147,145512
599018,129025
994695,138339
672065,143758
602597,145595
662899,119712
1212549,147410
508853,117952
1298262,139945
1239357,106741
720818,126371
677368,146646
924904,125078
689330,146910
604020,144161
720334,144029
1280399,135867
894762,139736
1085262,133486
373673,109370
777207,146994
901693,141046
734640,128007
495946,147259
1260141,142861
346858,127128
679415,106167
980846,124218
740526,120153
656963,133390
1195671,119088
1291114,143132
1016636,119312
1095436,133469
963339,144033
962890,118103
464836,145999
744208,133926
972947,119745
599919,136163
595963,146346
602848,147758
821126,119469
1003517,125025
731355,141991
1272683,143945
696348,126169
750704,142298
1068978,141603
1274411,125307
1089778,109830
994724,115834
863946,129072
397219,140973
1064179,142249
758941,100356
1255805,147620
1019160,131590
1080962,148749
602803,138281
1243600,133673
437833,131042
993818,143946
1288696,138453
1079515,103034
1241699,100365
427297,101755
1293749,144900
257366,148263
840647,129351
900705,143004
952420,143506
749732,141131
1198397,126473
845202,139137
964417,146777
528111,149116
935603,146304
511197,148973
1090982,128821
905400,141598
1003972,139240
1034762,148282
1092890,147733
709324,120137
1102008,128052
525963,100900
623204,101922
1103059,133371
842988,143344
805694,119353
646569,101314
374935,148011
811368,136564
897517,133470
840532,148178
1068720,142990
952738,148036
1096841,147391
989465,142101
930846,141228
597504,124099
877174,135229
1051660,125315
629848,128639
968300,106840
672337,130787
447789,144075
1202202,148196
643665,126621
1210426,147714
725992,142283
662318,130189
1225348,112868
677492,136299
932184,149038
1064045,135683
1201330,139370
589258,142789
1186407,147584
823373,144544
1101853,131591
845504,114859
1069319,109349
972372,148425
611751,100521
777164,148508
1301028,145225
1111106,102001
517576,123545
443680,130333
1019959,118366
831139,118298
893854,120679
1281504,130007
960242,148478
395643,129255
528936,145355
199865,130156
213733,146879
724530,118619
895020,130780
1094762,100602
841098,120458
953803,147095
1092179,122715
1242199,148024
764057,128039
774086,133678
377833,118348
802601,119204
977020,120033
1016643,139311
1049991,141108
914805,143402
845743,146244
777229,111527
1186407,143304
621932,124036
1235278,106060
429596,118573
935418,141287
1257153,147738
691613,130883
642906,129188
767538,141829
616430,141742
1111023,114855
703358,142951
1195910,136444
705428,102705
691944,104523
1108618,133637
1099146,119692
559429,129782
821002,144694
1193684,141617
845917,148486
426751,135506
1090192,103396
1022305,131342
1241746,120385
1017688,140543
427674,125150
699270,145593
680169,119178
998863,147196
1248764,129648
684522,118460
866360,100967
1033636,133800
901735,129839
893783,123737
1059893,123457
675259,146300
885043,133601
631526,130476
828781,113242
564090,145089
933543,135996
1086857,135532
957223,141907
1212861,147346
1017727,133461
1284901,135237
918012,144696
959723,118705
1081190,108512
1204161,143954
822767,129035
667878,130989
989784,145650
802945,148668
820902,118050
1065783,148687
965965,130874
1266222,148661
575978,135287
605684,145572
377834,118481
1260172,102544
955545,134305
1054678,146614
1201999,129450
736865,144976
1292817,112942
1061669,135559
1273586,118515
1031000,131897
662966,134864
1262825,105639
357398,148524
1078687,103154
1230424,129089
636219,140501
676807,139376
664771,148419
1106164,146061
1246427,136027
986987,124965
555359,148400
709779,147806
529947,144403
682627,124983
573868,144894
855813,117944
528605,147172
901666,140960
452390,146891
790795,105689
1208540,139477
779085,141209
641099,123347
1027712,138344
1268219,120655
1066236,124965
685561,140914
991823,127544
899053,141565
796046,132871
755660,129406
901392,119275
1226719,143818
1089598,119863
1263810,122645
955232,130826
1010928,120734
1073745,124708
1198041,147906
1224781,124313
746072,133810
1192267,112014
1105842,125319
1063301,120637
1081513,100609
1015266,113102
550366,128838
1043013,147600
759154,102808
805463,144843
491948,136122
1245490,123956
1247306,149049
267513,134355
913193,120252
364113,133965
1237060,138287
867180,143779
869217,125356
1036324,119756
438959,139757
609390,124251
1292991,139679
404949,128275
856915,102036
769633,135994
920334,148965
772809,139388
592368,125365
738180,143708
1284927,142154
649603,127128
994652,141822
1089879,119674
406218,146032
1219443,142182
1272327,134503
1024365,119352
787428,120970
1103555,146268
652289,145572
974547,101799
551953,147267
666641,135360
1296543,125312
1193431,145023
794322,139260
590309,130263
938196,100063
819704,146296
244192,147953
1004475,146439
603657,147792
839022,141016
869150,141890
1265335,144015
1187537,119484
659169,147850
1178490,118879
1039127,129438
840310,130836
450498,149099
938828,123352
918068,119538
612631,142572
454969,115767
811514,135393
655647,147252
513506,123409
1190818,101866
1101899,123689
1007500,126280
1287930,145494
530937,120384
699397,140199
987703,141743
696126,147612
653849,139861
905211,141453
744258,100678
1232727,144590
345445,128754
620304,143963
1040051,143274
579089,146942
709139,128273
1025531,147720
628402,108691
925552,120336
194314,103308
589319,139457
354815,147019
1080765,106230
1086545,148129
822072,129090
960194,149076
794401,126884
261921,138303
756242,105067
992583,143524
923393,105000
771797,104773
693192,130002
1094317,139571
371755,146448
566115,148998
924395,115943
1063756,145348
731144,143577
967634,144211
849921,148691
128775,131176
800020,113307
902234,127361
811474,121755
985577,139851
1085668,123692
801380,119139
1296167,143494
789435,120338
579709,135655
636103,148312
599104,117560
1025531,118620
1286945,146117
918268,117814
891548,128175
547440,134502
887329,147703
1301395,118505
958599,113548
779542,147416
633837,144561
1052922,139759
1239717,120903
1017559,148181
420632,147991
924698,109718
974286,134014
756032,101373
387111,112039
1056787,135218
1287628,119421
728250,144819
1264321,128804
757961,140969
1220973,130260
1079369,128268
737741,145056
752034,118275
839379,145619
684889,119722
630046,118474
1204985,146895
488824,127080
769809,146008
1065777,145472
773381,134839
1015287,136478
1095725,134423
718981,130005
1237107,134845
999450,130471
668355,128646
789023,118341
1196509,122753
676950,141711
901749,141921
377998,118804
1211327,122778
863035,139236
987126,120663
747111,139306
902113,101593
734440,140926
677462,144506
520153,121931
1060562,134847
833380,129070
1212199,119670
1207999,145378
960145,147152
972359,148609
893783,128052
699270,147792
890878,136119
976138,121891
894169,142991
933708,140530
742336,119739
1228487,144358
941279,147552
794459,148592
960795,133053
1105672,120870
1258340,125032
767556,120595
443553,144957
1233800,129333
920334,135125
901815,146958
1265108,119768
937360,134938
1052664,140015
703263,143478
585264,127436
965321,112207
1042768,108995
438314,141625
761483,147358
747123,139235
717656,148602
821683,147738
1260141,116470
873178,133852
634654,147437
920549,121541
382312,141188
966477,118862
787823,146609
845577,132788
813684,126163
1034108,146058
622164,147782
1028889,140661
1200507,136459
1082410,134885
937859,143254
1039059,127807
868637,127553
367975,112026
999254,118817
1105119,120722
1218328,101971
410666,124881
1284889,119251
958408,144371
350564,141618
684991,131591
508617,119149
657669,119768
650971,127225
1220338,143546
1271575,121954
712683,147466
599798,141794
196900,139988
1083130,126397
817604,144948
520386,149010
743942,146880
930091,135815
563150,100948
1072618,144543
872827,116803
834332,148807
973087,147332
718144,135371
1243405,104488
740860,130875
847339,143345
869098,143755
664220,146769
587674,147784
858334,135816
447665,149004
822513,149147
531166,146779
650577,147380
746390,136521
946260,143168
397324,148550
1011126,134363
1057992,128904
370812,125454
1092540,145005
623136,145132
896962,108167
914846,145967
1057909,122903
761854,148259
833385,135331
780105,120657
654107,129994
1012908,143818
633114,133772
687999,145399
412096,145570
598418,118880
593194,144757
1222360,134937
